37;36;36;34;372;372;1001;1011;1182;1188;999;1183;1181;1001;1184;1181;1011;1011
35;38;36;34;372;372;1001;1012;1180;1186;999;1182;1180;1001;1182;1180;1012;1011
36;35;36;35;372;372;1001;1012;1182;1187;999;1183;1181;1001;1184;1181;1012;1011
37;34;39;33;372;372;1001;1013;1183;1189;999;1184;1182;999;1185;1182;1012;1011
36;34;36;34;372;372;1001;1012;1183;1188;999;1184;1182;999;1185;1182;1012;1011
37;34;37;34;372;372;1001;1012;1182;1187;999;1183;1181;999;1184;1181;1012;1011
36;35;37;35;372;372;1001;1013;1180;1186;999;1182;1180;999;1183;1180;1012;1011
35;35;37;36;372;372;1001;1012;1181;1187;999;1182;1181;999;1183;1181;1012;1011
35;33;37;36;372;372;1001;1012;1184;1189;1000;1184;1182;999;1186;1182;1012;1011
37;35;38;35;372;372;1001;1013;1182;1188;1001;1183;1182;999;1184;1181;1012;1011
37;36;38;35;372;372;1001;1012;1181;1186;1000;1182;1181;999;1183;1181;1012;1011
36;35;36;36;372;372;1001;1012;1182;1188;1000;1183;1182;1001;1184;1181;1011;1012
35;35;37;35;372;372;1001;1012;1182;1188;1000;1183;1182;1002;1185;1182;1011;1011
34;35;37;35;372;372;1001;1012;1182;1188;1000;1183;1182;1002;1185;1182;1011;1011
35;37;36;34;372;372;1001;1011;1182;1188;1000;1183;1182;1000;1184;1181;1011;1010
35;34;37;35;372;372;1001;1012;1182;1187;1000;1183;1181;1000;1184;1181;1012;1011
37;36;36;35;372;372;1001;1013;1182;1188;1000;1183;1181;1000;1184;1181;1012;1011
36;37;37;34;372;372;1001;1013;1182;1188;1000;1183;1182;999;1185;1182;1012;1011
36;37;38;39;372;372;1001;1012;1182;1188;1000;1183;1181;1000;1184;1181;1012;1011
38;36;36;38;372;372;1001;1012;1181;1187;1000;1183;1181;999;1184;1181;1012;1011
38;36;36;36;372;372;1001;1013;1181;1186;1000;1182;1180;999;1182;1180;1012;1011
37;36;37;35;372;372;1001;1013;1181;1186;1000;1182;1180;999;1182;1180;1012;1011
35;35;38;35;372;372;1001;1013;1181;1187;1000;1182;1180;999;1183;1180;1012;1011
36;35;38;35;372;372;1001;1012;1182;1187;1000;1182;1181;999;1184;1181;1012;1011
36;34;37;35;372;372;1001;1012;1183;1188;1000;1184;1182;999;1185;1182;1012;1011
37;35;37;35;372;372;1001;1011;1184;1189;999;1184;1183;999;1186;1182;1012;1011
36;34;40;34;372;372;1001;1013;1181;1187;999;1182;1180;999;1183;1180;1012;1012
38;35;39;34;372;372;1001;1013;1182;1187;999;1182;1181;999;1184;1181;1012;1012
39;37;36;33;372;372;1001;1012;1182;1188;999;1184;1182;999;1185;1182;1012;1012
